"{0} (more/less placement speed)","{0} (설치 속도 추가/감소)"
"{0} (more/less throwing speed)","{0} (투척 속도 추가/감소)"
"{0} (poison chance)","{0} (중독 확률)"
"{0} (poison duration)","{0} (중독 지속 시간)"
"{0} (source damage from crits)","{0} (치명타로 인한 피해)"
"{0} (source damage from non-crits)","{0} (비치명타로 인한 피해)"
"{0} (source damage)","{0} (피해)"
"{0} (total damage per second)","{0} (초당 총 피해)"
"{0} + {0} (base)","{0} + {0} (기본)"
"{0} + {1} (skill hits with both weapons at once)","{0} + {1} (한번에 두 무기로 스킬 명중)"
"{0} + {1} / {2} (skill alternates weapons)","{0} + {1} / {2} (스킬 대체 무기)"
"{0} + {1} per Level","레벨당 {0} + {1}"
"{0} base","기본 {0}"
"{0} base Chaos Resist","{0} 기본 카오스 저항"
"{0} base Chaos Resist Max","{0} 기본 카오스 저항 최대"
"{0} base Cold Resist","{0} 기본 냉기 저항"
"{0} base Cold Resist Max","{0} 기본 냉기 저항 최대"
"{0} base Elemental Resist","{0} 기본 원소 저항 최대"
"{0} base Fire Resist","{0} 기본 화염 저항"
"{0} base Fire Resist Max","{0} 기본 화염 저항 최대"
"{0} base Lightning Resist","{0} 기본 번개 저항"
"{0} base Lightning Resist Max","{0} 기본 번개 저항 최대"
"{0} Endurance Charges","{0} 인내 충전"
"{0} Frenzy Charges","{0} 격분 충전"
"{0} per {1} Dex","{1} 민첩당 {0}"
"{0} per {1} Int","{1} 지능당 {0}"
"{0} per {1} Mana","{1} 마나당 {0}"
"{0} per {1} Str","{1} 힘당 {0}"
"{0} Power Charges","{0} 권능 충전"
"{0} to {1} (base damage from weapon)","{0} to {1} (무기 기본 피해)"
"{0} to {1} (total damage)","{0} to {1} (총 피해)"
"{0} to {1} x {2} (added damage multiplied by damage effectiveness)","{0} to {1} x {2} (추가 피해에 추가 피해 효과를 곱한 값)"
"{0} to {1} x {2} (base damage from {3} multiplied by base damage multiplier)","{0} to {1} x {2} ({3}의 기본피해에 기본 피해 배율을 곱한 값)"
"{0} x {1} - {2} (chance from non-crits)","{0} x {1} - {2} (비치명타 확률)"
"{0} x {1} - {2} (damage from non-crits)","{0} x {1} - {2} (비치명타 피해)"
"{0}% (additional extra damage)","{0}% (추가피해)"
"{0}% as Chaos","카오스 {0}%"
"{0}% as Cold","냉기 {0}%"
"{0}% as Fire","화염 {0}%"
"{0}% as Lightning","번개 {0}%"
"{0}% as Physical","물리 {0}%"
"{0}% increased","증가 {0}%"
"{0}% increased Evasion","회피 증가 {0}%"
"{0}% less","감소 {0}%"
"{0}% more","추가 {0}%"
"{0}% per {1} Str","{1} 힘당 {0}%"
"{0}% reduced","감소 {0}%"
"{0}% to Chaos","카오스 {0}%"
"{0}% to Cold","냉기 {0}%"
"{0}% to Fire","화염 {0}%"
"{0}% to Lightning","번개 {0}%"
"{0}{1}% per second)","초당 {0}{1}%)"
"+ {0} to {1} (added damage)","+ {0} to {1} (추가 피해)"
"+ {0} x {1} (chance from crits)","+ {0} x {1} (치명타 확률)"
"+ {0} x {1} (damage from crits)","+ {0} x {1} (치명타 피해)"
"+ {0} x {1} (portion of damage from crits)","+ {0} x {1} (치명타 피해 부분)"
"= {0} per second","= 초당 {0}"
"= {0}% (crit chance)","= {0}% (치명타)"
"= {0}% (extra crit damage)","= {0}% (추가 치명타 피해)"
"4.00s (base duration)","4.00s (기본 지속시간)"
"Accuracy:","정확도:"
"Active Mine Limit:","투척 가능한 지뢰 수:"
"Active Minion Limit","소환 가능한 소환수"
"Active Totem Limit:","소환 가능한 토템수:"
"Active Trap Limit:","투척 가능한 덫 수:"
"AoE Radius","범위 반경"
"Approximate evade chance: {0}%","대략의 회피율: {0}%"
"Approximate hit chance: {0}%","대략의 명중율: {0}%"
"Area of Effect Mod:","유효 범위 모드:"
"Area of Effect modifiers:","효과 범위 수정자:"
"Armour","방어력"
"Armour And Evasion","방어 및 회피"
"Attack Dodge Chance","공격 피해 확률"
"Attack Rate","공격 속도"
"Attack/Cast Rate","공격/시전 속도"
"Attack/Cast Rate:","공격/주문 비율:"
"Attacks per second:","초당 공격:"
"Attributes:","속성:"
"Aura and Buff Skills:","오라 및 버프 스킬:"
"Aura Duration:","오라 지속시간:"
"Average Damage","평균 피해"
"Average Dmg. inc. Ignite","점화 평균 피해 증가"
"Average Dmg. inc. Poison","중독 평균 피해 증가"
"Average enemy accuracy: {0}","평균 적 정확도: {0}"
"Average enemy evasion: {0}","평균 적 회피: {0}"
"Average Hit","평균 명중"
"Base","기본"
"Base damage:","기본 피해:"
"Base from Armours:","기본(장비):"
"Base from Gear:","기본(장비):"
"Bleed DPS","출혈 DPS"
"Bleed Duration:","출혈 지속시간:"
"Bleed:","출혈:"
"Block Chance","막기 확률"
"Block Duration:","블록 지속시간:"
"Block:","막기:"
"Buff","버프"
"Calculation Mode:","계산 모드:"
"Cast Rate","시전 속도"
"Casts per second:","초당시전:"
"Chance on Crit: {0}%","치명타 확률: {0}%"
"Chance on Non-crit: {0}%","비치명타 확률: {0}%"
"Chance to Bleed:","출혈 확률:"
"Chance to Freeze:","동결 확률:"
"Chance to Ignite:","점화 확률:"
"Chance to not be Hit:","빗맞힐 확률:"
"Chance to not take Damage when Hit:","맞았을때 피해를 입지 않을 확률:"
"Chance to Poison:","중독 확률:"
"Chance to Shock:","충격 확률:"
"Chaos Hit/DoT:","카오스 적중/DoT:"
"Chaos Res. Over Max","카오스 저항(최대)"
"Chaos Resist","카오스저항"
"Chaos Resist Max","카오스 저항 최대"
"Chaos Resist:","카오스저항:"
"Chaos Resistance","카오스 저항"
"Chaos:","카오스:"
"Cold Hit/DoT:","냉기 적중/DoT:"
"Cold Res. Over Max","냉기 저항(최대)"
"Cold Resist","냉기저항"
"Cold Resist Max","냉기 저항 최대"
"Cold Resist:","냉기저항:"
"Cold Resistance","냉기 저항"
"Cold:","냉기:"
"Combat Buffs:","전투 버프:"
"Combined chance:","결합 확률:"
"Conversion","변환"
"Conversions:","전환:"
"Converted Damage","전환 피해"
"Crit Chance","치명타 확률"
"Crit Effect Mod:","치명타 효과 모드:"
"Crit Multiplier","치명타 배율"
"Crits:","치명타:"
"Curses and Debuffs:","저주 및 디버프:"
"Damage Avoidance:","피해 회피:"
"Damage from Crits:","치명타 피해:"
"Damage from Non-crits:","비치명타 피해:"
"Damage over Time:","지속 피해:"
"Damage Taken:","받은 피해:"
"Decay DPS","부식 DPS"
"Decay Duration:","부식 지속시간:"
"Decay:","값:"
"Dex. Required:","필요 민첩:"
"Dexterity","민첩"
"Dexterity Required","필요 민첩"
"Dmg. per Ignite:","초당 점화 피해:"
"Dmg. per Poison:","초당 중독 피해:"
"Dodge Chance:","회피 확률:"
"Dodge:","완벽회피:"
"DoT DPS","지속 DPS"
"DPS inc. Poison","중독 피해 증가"
"Duration Mod:","지속시간 모드:"
"Effective Crit Chance","유효 치명타 확률"
"Effective DPS Mod:","유효DPS 모드:"
"Elemental","원소"
"Elemental Resist","원소 저항"
"Enemy Evasion modifiers:","적 회피 수정자:"
"Enemy modifiers:","적 수정자:"
"Enemy resistance: {0}%","적 저항: {0}%"
"Energy Shield","에너지보호막"
"Energy Shield Recharge","에너지보호막 재충전"
"Energy Shield Regen","에너지보호막 재생"
"ES Gain per Hit:","적중당 에쉴 획득:"
"ES Gain Rate:","에쉴 획득율:"
"ES Leech Cap:","에쉴 흡수량:"
"ES Leech per Hit:","적중당 에쉴 흡수:"
"ES Leech Rate:","에쉴 흡수율:"
"ES Leech/Gain per Hit","에쉴 획득 비율"
"ES Leech/On Hit Rate","에쉴 흡수 비율"
"ES on Block:","에너지보호막 획득:"
"Evade Chance","회피 확률"
"Evasion rating","회피"
"Evasion:","회피:"
"Exclusive to","독점"
"Final","최종"
"Fire Hit/DoT:","화염 적중/DoT:"
"Fire Res. Over Max","화염 저항(최대)"
"Fire Resist","화염저항"
"Fire Resist Max","화염 저항 최대"
"Fire Resist:","화염저항:"
"Fire Resistance","화염 저항"
"Fire:","화염:"
"For freeze to apply, target must have no more than {0} life.","동결을 적용하려면 대상의 생명력이 {0}이하여야 합니다."
"For shock to apply, target must have no more than {0} life.","충격을 적용하려면 대상의 생명력이 {0}이하여야 합니다."
"Fork Count:","포크 수:"
"Freeze Dur. Mod:","동결 지속시간 모드:"
"From","에서"
"Gain on Block:","막아낼 시 획득:"
"Global","일반"
"Global Base:","전체(기본):"
"Hit Chance","명중율"
"Hit Damage taken as:","받은 피해:"
"Hit damage:","명중 피해:"
"Hit Rate","적중율"
"Hit taken:","적중:"
"Ignite DPS","점화 DPS"
"Ignite Duration:","점화 지속시간:"
"Ignite:","점화:"
"Impale DPS:","꿰뚫기 DPS:"
"Inc. Cast Speed:","증가된 시전속도:"
"Inc. Crit Chance:","증가된 치명타확률:"
"Inc. from Tree:","패시브 트리로 증가:"
"Inc. Item Quantity:","아이템 퀄리티 증가:"
"Inc. Item Rarity:","아이템 희귀도 증가:"
"Inc/red","증가/감소"
"Increased Regen:","재생 증가:"
"Int. Required:","필요 지능:"
"Intelligence","지능"
"Intelligence Required","필요 지능"
"Item","아이템"
"Knockback Chance:","넉백 확률:"
"Knockback Dist.:","넉백 거리:"
"Leech & Gain on Hit:","흡수 & 명중 시 획득:"
"Life Gain per Hit:","적중당 생명력 획득:"
"Life Gain Rate:","생명력 회득율:"
"Life Leech Cap:","생명력 흡수량:"
"Life Leech per Hit:","적중당 생명력 흡수:"
"Life Leech Rate:","생명력 흡수율:"
"Life Leech/Gain per Hit","생명력 획득 비율"
"Life Leech/On Hit Rate","생명력 흡수 비율"
"Life on Block:","생명력 획득:"
"Life Regen","생명력 재생"
"Life Regen Percent","생명력 재생율"
"Life to Energy Shield","생명력을 에너지보혹막으로"
"Life:","생명력:"
"Light Radius Mod:","라이트 범위 모드:"
"Lightning Hit/DoT:","번개 적중/DoT:"
"Lightning Res. Over Max","번개 저항(최대)"
"Lightning Resist","번개저항"
"Lightning Resist Max","번개 저항 최대"
"Lightning Resist:","번개저항:"
"Lightning Resistance","번개 저항"
"Lightning:","번개:"
"Main Hand:","주무기:"
"Mana Cost","마나 소모"
"Mana Gain per Hit:","적중당 마나 획득:"
"Mana Gain Rate:","마나 회득율:"
"Mana Leech Cap:","마나 흡수량:"
"Mana Leech per Hit:","적중당 마나 흡수:"
"Mana Leech Rate:","마나 흡수율:"
"Mana Leech/Gain per Hit","마나 획득 비율"
"Mana Leech/On Hit Rate","마나 흡수 비율"
"Mana on Block:","마나 획득:"
"Mana Regen","마나 재생"
"Mana Regen Percent","마나 재생율"
"Mana Regeneration:","마나 재생:"
"Mana:","마나:"
"Max Chain Count:","최대 연쇄 수:"
"Max Ignite Stacks:","최대 점화 스택:"
"Max Poison Stacks:","최대 중독 스택:"
"Max: {0}%","최대: {0}%"
"Melee Avoid Ch.:","근접 회피 확률:"
"Melee Ch.:","근접 확률:"
"Melee Evade Chance","근접 회피 확률"
"MH Accuracy:","주무기 정확도:"
"MH Att. per second:","주무기 초당 공격 횟수:"
"MH Average Hit:","주무기 평균 피해:"
"MH Chance to Hit:","주무기 명중율:"
"MH Crit Chance:","주무기 치명타 확률:"
"MH Crit Effect Mod:","주무기 치명타 효과 모드:"
"MH Crit Multiplier:","주무기 치명타 피해:"
"MH Eff. DPS Mod:","주무기 유효DPS모드:"
"MH Hit Damage:","주무기 명중 피해:"
"MH Inc. Att. Speed:","주무기 공격 속도 증가:"
"MH Inc. Crit Chance:","주무기 치명타확률 증가:"
"MH More Att. Speed:","주무기 공격 속도 추가:"
"MH Source Chaos:","주무기 카오스 소스:"
"MH Source Cold:","주무기 냉기 소스:"
"MH Source Fire:","주무기 화염 소스:"
"MH Source Lightning:","주무기 번개 소스:"
"MH Source Physical:","주무기 물리 소스:"
"MH Stun Duration:","주무기 기절 지속시간:"
"MH Stun Threshold:","주무기 기절 한계:"
"MH Total Increased:","주무기 총증가:"
"MH Total More:","주무기 총추가:"
"Mind over Matter:","물질보다 정신:"
"Mine Aura Radius:","지뢰 오라 범위:"
"Mine Deton. Radius:","지뢰 폭발 범위:"
"Mine Laying Time:","지뢰 투척 시간:"
"Minion","소환수"
"Minion Skill:","소환수 스킬:"
"Mitigation","경감"
"More Cast Speed:","추가시전속도:"
"More/less","추가/감소"
"Movement Speed Modifier","이동 속도 수정자"
"Movement Speed:","이동 속도:"
"Name","이름"
"Notes","노트"
"Off Hand:","보조무기:"
"OH Accuracy:","보조무기 정확도:"
"OH Att. per second:","보조무기 초당 공격 횟수:"
"OH Average Hit:","보조무기 평균 피해:"
"OH Chance to Hit:","보조무기 명중율:"
"OH Crit Chance:","보조무기 치명타 확률:"
"OH Crit Effect Mod:","보조무기 치명타 효과 모드:"
"OH Crit Multiplier:","보조무기 치명타 피해:"
"OH Eff. DPS Mod:","보조무기 유효DPS모드:"
"OH Hit Damage:","보조무기 명중 피해:"
"OH Inc. Att. Speed:","보조무기 공격 속도 증가:"
"OH Inc. Crit Chance:","보조무기 치명타확률 증가:"
"OH More Att. Speed:","보조무기 공격 속도 추가:"
"OH Source Chaos:","보조무기 카오스 소스:"
"OH Source Cold:","보조무기 냉기 소스:"
"OH Source Fire:","보조무기 화염 소스:"
"OH Source Lightning:","보조무기 번개 소스:"
"OH Source Physical:","보조무기 물리 소스:"
"OH Stun Duration:","보조무기 기절 지속시간:"
"OH Stun Threshold:","보조무기 기절 한계:"
"OH Total Increased:","보조무기 총증가:"
"OH Total More:","보조무기 총추가:"
"Other Avoidance:","기타 회피:"
"Other Defences:","기타 방어:"
"Other Effects:","기타 효과:"
"Phys. Damage Reduction","물리 피해 감소"
"Phys. Dmg. Reduct:","물리 피해 감소:"
"Physical Damage Gain As Chaos","카오스로 물리 피해 획득"
"Physical Damage Gain As Cold","냉기로 물리 피해 획득"
"Physical Damage Gain As Fire","화염으로 물리 피해 획득"
"Physical Damage Gain As Lightning","번개로 물리 피해 획득"
"Physical Damage Reduction","물리 피해 감소"
"Physical Hit/DoT:","물리 적중/DoT:"
"Physical:","물리:"
"Pierce Count:","관통 수:"
"Player","플레이어"
"Player modifiers:","플레이어 수정자:"
"Poison DPS","중독 DPS"
"Poison Duration:","중독 지속시간:"
"Poison:","중독:"
"Portion of total damage: {0}%","플리스크의 총 피해: {0}%"
"Proj. Speed Mod:","투사체 속도 모드:"
"Projectile Avoid Ch.:","투사체 회피 확률:"
"Projectile Ch.:","투사체 확률:"
"Projectile Count:","투사체 수:"
"Projectile Evade Chance","투사체 회피 확률"
"Radius:","반경:"
"Recharge Delay:","재충전 지연:"
"Recovery modifiers:","복구 수정자:"
"Reduction from Armour: {0}%","방어력 감소: {0}%"
"Regen:","재생:"
"Reservation","예약"
"Reserve Duration:","예약 지속시간:"
"Reserved:","점유:"
"Resist","저항"
"Resistance","저항"
"Resists:","저항:"
"Secondary Duration:","2차 지속시간:"
"Secondary Radius:","2차 반경:"
"Shock Dur. Mod:","충격 지속시간 모드:"
"Show Minion Stats:","소환수 스탯:"
"Skill","스킬"
"Skill Average Hit:","스킬평균적중:"
"Skill Cooldown","재사용 대기시간"
"Skill Damage over Time:","스킬 지속 피해:"
"Skill DPS:","스킬 DPS:"
"Skill Duration:","스킬 지속시간:"
"Skill Hit Damage:","스킬명중피해:"
"Skill Part:","스킬 파트:"
"Skill types","스킬 종류"
"Skill type-specific Stats:","스킬 종류별 - 스탯:"
"Source","소스"
"Source Chaos:","카오스 소스:"
"Source Cold:","냉기 소스:"
"Source Fire:","화염 소스:"
"Source Lightning:","번개 소스:"
"Source Name","소스 이름"
"Source Physical:","물리 소스:"
"Sources:","소스:"
"Speed","속도"
"Spell Avoid Ch.:","주문 회피 확률:"
"Spell Block Chance","주문 막기 확률"
"Spell Ch.:","주문 확률:"
"Spell Ddg. Chance:","주문 회피 확률:"
"Spell Dodge Chance","주문 피해 확률"
"Spell Projectile Ch.:","주문 투사체 확률:"
"Str. Required:","필요 힘:"
"Strength","힘"
"Strength Required","필요 힘"
"Stun Avoid Chance:","기절 회피 확률:"
"Stun Duration:","기절 지속시간:"
"Stun Threshold:","기절 한계:"
"Total","총"
"Total Base:","총 기본:"
"Total Damage per Ignite","점화당 총 피해"
"Total Damage per Poison","중독 당 총 피해"
"Total damage:","피해 합계:"
"Total DPS","총 DPS"
"Total DPS inc. Ignite","점화 총 DPS 증가"
"Total DPS inc. Poison","중독 총 DPS 증가"
"Total from Base:","기본 합계:"
"Total from Dexterity:","민첩 합계:"
"Total from Intelligence:","지능 합계:"
"Total from Item:","아이템 합계:"
"Total from Skill:","스킬 합계:"
"Total from Strength:","힘 합계:"
"Total from Tree:","트리 합계:"
"Total Increased:","총 증가:"
"Total Life","총 생명력"
"Total Mana","총 마나"
"Total More:","총 추가:"
"Total:","총:"
"Total: {0}%","합계: {0}%"
"Totem Life Mod:","토템 생명력 모드:"
"Totem Life:","토템 생명력:"
"Totem modifiers:","토템 수정자:"
"Totem Place Time:","토템 설치 시간:"
"Totem Placement Time","토템 설치 속도"
"Trap Cooldown","덫 쿨타임"
"Trap Throw Time:","덫 투척 시간:"
"Trap Throwing Time","덫 투척 시간"
"Trap Trigg. Radius:","덫 발동 범위:"
"Type","종류"
"Unreserved Life","비점유 생명력"
"Unreserved Mana","비점유 마나"
"Unreserved:","비점유:"
"Value","값"
"View Skill Details:","스킬 세부정보:"
"Weapon Range:","무기 범위:"
"x {0} (chance to deal double damage)","x {0} (두배 피해를 입힐 확률)"
"x {0} (chance to hit)","x {0} (적중율)"
"x {0} (duration modifier)","x {0} (지속 시간 수정자)"
"x {0} (effective DPS modifier)","x {0} (유효 DPS 수정자)"
"x {0} (increased/reduced extra crit damage taken by enemy)","x {0} (적이 받는 추가 치명타 피해 증가/감소)"
"x {0} (increased/reduced mana cost)","x {0} (마나 소비 증가/감소)"
"x {0} (increased/reduced)","x {0} (증가/감소)"
"x {0} (life multiplier for this totem type)","x {0} (토템 유형의 생명력 배율)"
"x {0} (mana cost multiplier)","x {0} (마나 소비 배율)"
"x {0} (more/less mana cost)","x {0} (마나 소비 추가/감소)"
"x {0} (more/less)","x {0} (추가/감소)"
"x {0} (ruthless blow effect modifier)","x {0} (무자비한 타격 효과 수정자)"
"x {0} (totem life modifier)","x {0} (토템 생명력 수정자)"
"x {0} {1}% converted to other damage types)","x {0} {1}% 다른 피해 유형으로 전환)"
"x 0.20 (poison deals 20% per second)","x 0.20 (중독 피해 초 당 20%)"
"x 0.5 (ignite deals 50% per second)","x 0.5 (점화 피해 초 당  50%)"
"# of Blitz Charges (if not maximum):","공세 충전 개수(최대가 아닌 경우):"
"# of Challenger Charges (if not maximum):","도전자 충전 수(최대가 아닐때)"
"# of Corpses Consumed Recently:","최근 소모한 시체 수:"
"# of Crab Barriers (if not maximum):","게의 방어막 수(최대가 아닌 경우):"
"# of Endurance Charges (if not maximum):","# 인내 충전 상태(최대가 아닐때):"
"# of Enemies affected:","영향을 받는 적의 수:"
"# of Enemies Killed by Minions Recently","최근에 소환수가 죽인 적의 수"
"# of Enemies Killed by Totems Recently","최근 토템에 의해 처치된 적의 수:"
"# of Enemies Killed Recently","최근에 죽인 적의 수"
"# of Freeze/Shock/Ignite on Enemy:","동결/감전/점화된 적의 수:"
"# of Frenzy Charges (if not maximum):","# 격분 충전 상태(최대가 아닐때):"
"# of Inspiration Charges (if not maximum):","영감 충전 수(최대가 아닐때)"
"# of Intensity:","격렬함 개수"
"# of Mines Detonated Recently:","최근에 폭발한 지뢰 개수:"
"# of Nearby Allies","주변 동료 수:"
"# of Nearby Corpses","주변 시체 수:"
"# of Poison on You:","중독된 독의 수:"
"# of Poisons applied Recently:","최근에 적용한 독의 수:"
"# of Power Charges (if not maximum):","# 권능 충전 상태(최대가 아닐때):"
"# of Rampage Kills:","광란의 적 처치 횟수:"
"# of Sextants affecting the area","지역에 영향을 미치는 육분의 수:"
"# of Shocked Enemies Killed Recently:","최근 감전으로 죽인 적의 수:"
"# of Siphoning Charges (if not maximum):","착취 충전 수(최대가 아닐때)"
"# of Skills Used Recently:","최근에 사용한 스킬 개수:"
"# of Spider's Web Stacks:","거미줄 최대 개수:"
"# of Spiders:","거미 수:"
"# of Traps Triggered Recently:","최근에 발동한 덫 수:"
"# of Virulence Stacks:","병독성 중첩 개수:"
"# of Withered Stacks:","위축 스택:"
"{0}% less Effect of your Curses","{0}% 저주 효과 감소"
"{0}% to enemy Chaos Resistance","{0}% 적 카오스 저항"
"{0}% to enemy Elemental Resistances","{0}% 적 원소 저항"
"10% additional Physical Damage Reduction","추가적인 물리 피해 10% 감소"
"10% increased Attack Damage Taken by enemy","적에게 받은 공격 피해 10% 증가"
"10% increased Damage Taken by enemy","적에게 받은 피해 10% 증가"
"10% increased Spell Damage Taken by enemy","적에게 받은 주문 피해 10% 증가"
"10% more Minion Damage","소환수 피해 10% 증가"
"100% increased Damage","피해 100% 증가"
"15% increased Minion Attack and Cast Speed","소환수의 공격 및 시전 속도 15% 증가"
"15% increased Minion Movement Speed","소환수 이동 속도 15% 증가"
"20% increased Fire Damage Taken by enemy","적에게 받은 화염 피해 20% 증가"
"20% less Elemental Damage Taken","받는 원소 피해 20% 감소"
"20% less enemy Movement Speed","적 이동속도 20% 감소"
"25% increased Attack, Cast and Movement Speed","공격, 시전, 이동 속도 25% 증가"
"50% less Duration of Bleed","출혈 지속 시간 50% 감소"
"50% less Duration of Ignite","점화 지속 시간 50% 감소"
"50% less Duration of Poison","중독 지속 시간 50% 감소"
"50% more Elemental Damage","원소 피해 50% 증가"
"Act {0}{1}%)","액트 {0}{1}%)"
"Ailment calculation mode:","질병 계산 방법:"
"Are you always moving?","항상 이동 상태"
"Are you always on Full Energy Shield?","항상 에너지 보호막이 최대인가요?"
"Are you always on Full Life?","항상 생명력을 가득 유지합니까?"
"Are you always on Low Life?","항상 생명력이 낮나요?"
"Are you always stationary?","항상 정지 상태"
"Are you Bleeding?","출혈 중인가?"
"Are you Blinded?","실명 되었나?"
"Are you Burning?","불타고 있나?"
"Are you Chilled?","냉각 되었나?"
"Are you Focussed?","집중상태 인가?"
"Are you Frozen?","동결 되었나?"
"Are you Ignited?","점화 되었나?"
"Are you in a Bloodstorm?","혈풍을 가지고 있나요?"
"Are you in a Sandstorm?","모래태풍을 가지고 있나요?"
"Are you in Her Embrace?","여신의 포옹 안에 있나요?"
"Are you Leeching Energy Shield?","에너지 보호막을 흡수했나요?"
"Are you Leeching Life?","생명력을 흡수를 합니까?"
"Are you Leeching Mana?","마나를 흡수를 합니까?"
"Are you Leeching?","흡수하나요?"
"Are you on Burning Ground?","용암 지대에 있나요?"
"Are you on Chilled Ground?","얼음 지대에 있나요?"
"Are you on Consecrated Ground?","신성한 대지를 켜나요?"
"Are you on Shocked Ground?","감전 지대에 있나요?"
"Are you Poisoned?","중독 되었나?"
"Are you Shocked?","감전 되었나?"
"Are your minions always on Full Life?","당신의 소환수는 항상 가득 찬 생명력?"
"Armour calculation mode:","방어구 계산 방식:"
"Aspect of the Avian:","새의 위상:"
"Aspect of the Cat:","고양이의 위상:"
"Aspect of the Crab:","게의 위상:"
"Aspect of the Spider:","거미의 위상:"
"Assassin's Mark:","암살자의 징표:"
"Awakening Level:","각성 레벨:"
"Banner Skills:","깃발 스킬"
"Banner Stages:","깃발 단계"
"Blade Vortex blade count:","칼날 소용돌이 칼날 개수:"
"Brand Skills:","낙인 스킬:"
"but you can use this option to force it if necessary.","필요한 경우 이 옵션을 체크하여 강제 설정할 수 있습니다."
"Cannot Leech Life/Mana?","생명력/마나 흡수불가?"
"Cannot Regen Life, Mana or ES?","생명력,마나,에너지보호막 재생 불가"
"Cast on Frostbolt?","서리 구체를 시전합니까?"
"Conductivity:","전도성:"
"Conflux Buff:","융합 버프:"
"Consumed a corpse Recently?","최근에 시신을 소모했나요?"
"Crit Damage","크리티컬 피해"
"Despair:","절망:"
"Do you always have Energy Shield?","항상 에너지 보호막을 유지합니까?"
"Do you have a Flask active?","플라스크를 활성화 하나요?"
"Do you have a Totem summoned?","토템을 소환합니까?"
"Do you have Adrenaline?","아드레날린을 가지고 있나?"
"Do you have Divinity?","신성이 있나?"
"Do you have Fortify?","방어 상승이 있나?"
"Do you have Onslaught?","맹공을 가지고 있나요?"
"Do you have Phasing?","차원 능력이 있나?"
"Do you have Soul Gain Prevention?","최근에 영혼 획득 방지를 했나요?"
"Do you have Tailwind?","순풍을 가지고 있나?"
"Do you have Unholy Might?","불경한 힘을 가지고 있나요?"
"Do you use Blitz Charges?","공세 충전을 사용합니까?"
"Do you use Challenger Charges?","도전자 충전을 사용합니까?"
"Do you use Endurance Charges?","인내 충전을 사용합니까?"
"Do you use Frenzy Charges?","격분 충전을 사용합니까?"
"Do you use Inspiration Charges?","영감 충전을 사용합니까?"
"Do you use Power Charges?","권능 충전을 사용합니까?"
"Do you use Siphoning Charges?","착취 충전을 사용합니까?"
"Do your minions use Endur. Charges?","당신의 소환수가 인내 충전을 사용?"
"Do your minions use Frenzy Charges?","당신의 소환수가 격분 충전을 사용?"
"Do your minions use Power Charges?","당신의 소환수가 권능 충전을 사용?"
"EHP calculation mode:","손상 유형 계산 방식:"
"Elemental Weakness:","원소 약화:"
"Enable curses:","저주를 사용합니까?"
"Enable Holy Relic's Boon Aura:","신성한 유물의 은혜 오라 사용:"
"Enable Summoned Ursa's Rallying Cry:","소환된 곰에게 집결의 함성 사용:"
"Enable Wrath Aura:","진노 오라 사용"
"Enemy avoid Elem. Status Ailments:","적 회피 원소/상태이상:"
"Enemy avoid Poison/Blind/Bleed:","적 회피 중독/실명/출혈:"
"Enemy Chaos Resistance:","적의 카오스 저항"
"Enemy Cold Resistance:","적의 냉기 저항"
"Enemy Fire Resistance:","적의 화염 저항"
"Enemy has Elemental/Chaos Resist:","적의 원소/카오스 저항:"
