"+12% to all Elemental Resistances","모든 원소 저항 +12%"
"3% increased Movement Speed","이동 속도 3% 증가"
"14% increased Armour","방어도 14% 증가"
"+3% to all Elemental Resistances","모든 원소 저항 +3%"
"+5% to all Elemental Resistances","모든 원소 저항 +5%"
"+8% Elemental Resistances while holding a Shield","방패를 들고 있는 동안 원소 저항 +8%"
"8% increased Melee Physical Damage","근접 물리 피해 8% 증가"
"8% increased maximum Mana","최대 마나 8% 증가"
"10% increased Effect of Arcane Surge on you","자신에게 적용되는 비전 쇄도 효과 10% 증가"
"10% increased Mana Regeneration Rate","마나 재생 속도 10% 증가"
"15% increased maximum Mana","최대 마나 15% 증가"
"10% increased Effect of Arcane Surge on you per","최근 4초 이내 사용한 마나 200당"
"10% chance to gain Arcane Surge when you Kill an Enemy","적 처치 시 10%의 확률로 비전 쇄도 획득"
"5% increased maximum Life","최대 생명력 5% 증가"
"15% increased Physical Damage with Swords","검 사용 시 물리 피해 15% 증가"
"Attacks have 10% chance to cause Bleeding","공격 시 10%의 확률로 출혈 유발"
"15% increased Damage with Ailments from Attack Skills while wielding a Sword","15% increased Damage with Ailments from Attack Skills while wielding a Sword"
"10% increased Physical Damage with Swords","검 사용 시 물리 피해 10% 증가"
"4% increased Attack Speed with Swords","검 사용 시 공격 속도 4% 증가"
"10% increased Damage with Ailments from Attack Skills while wielding a Sword","10% increased Damage with Ailments from Attack Skills while wielding a Sword"
"20% increased Physical Damage with Swords","검 사용 시 물리 피해 20% 증가"
"8% increased Attack Speed with Swords","검 사용 시 공격 속도 8% 증가"
"+200 to Accuracy Rating with Swords","검 사용 시 정확도 +200"
"20% increased Damage with Ailments from Attack Skills while wielding a Sword","20% increased Damage with Ailments from Attack Skills while wielding a Sword"
"+1 to Melee range with Swords","검 사용 시 근접 타격 범위 +1"
"25% increased Damage with Ailments from Attack Skills while wielding a Sword","25% increased Damage with Ailments from Attack Skills while wielding a Sword"
"+10% to Damage over Time Multiplier for Bleeding","출혈 지속 피해 배율 +10%"
"30% increased Physical Damage with Swords","검 사용 시 물리 피해 30% 증가"
"Attacks have 15% chance to cause Bleeding","공격 시 15%의 확률로 출혈 유발"
"30% increased Damage with Ailments from Attack Skills while wielding a Sword","30% increased Damage with Ailments from Attack Skills while wielding a Sword"
"12% increased Physical Damage with Swords","검 사용 시 물리 피해 12% 증가"
"12% increased Damage with Ailments from Attack Skills while wielding a Sword","12% increased Damage with Ailments from Attack Skills while wielding a Sword"
"Minions deal 8% increased Damage","소환수가 주는 피해 8% 증가"
"8% increased Minion Duration","소환수 지속시간 8% 증가"
"15% increased Skill Effect Duration","스킬 효과 지속시간 15% 증가"
"Minions deal 20% increased Damage","소환수가 주는 피해 20% 증가"
"Minions deal 20% increased Damage if you've used a Minion Skill Recently","Minions deal 20% increased Damage if you've used a Minion Skill Recently"
"15% increased Minion Duration","소환수 지속시간 15% 증가"
"Minions have 12% increased maximum Life","소환수의 최대 생명력 12% 증가"
"Minions have +10% to all Elemental Resistances","소환수의 모든 원소 저항 +10%"
"Minions have 10% additional Physical Damage Reduction","Minions have 10% additional Physical Damage Reduction"
"Minions have 15% increased maximum Life","소환수의 최대 생명력 15% 증가"
"Minions have 15% additional Physical Damage Reduction","소환수가 받는 물리 피해 15% 추가 감소"
"Minions have +15% to all Elemental Resistances","소환수의 모든 원소 저항 +15%"
"14% increased Physical Damage with Axes","도끼 사용 시 물리 피해 14% 증가"
"14% increased Damage with Ailments from Attack Skills while wielding an Axe","14% increased Damage with Ailments from Attack Skills while wielding an Axe"
"26% increased Physical Damage with Axes","도끼 사용 시 물리 피해 26% 증가"
"6% increased Attack Speed with Axes","도끼 사용 시 공격 속도 6% 증가"
"26% increased Damage with Ailments from Attack Skills while wielding an Axe","26% increased Damage with Ailments from Attack Skills while wielding an Axe"
"+1 to Melee range with Axes","도끼 사용 시 근접 타격 범위 +1"
"16% increased Physical Damage with Axes","도끼 사용 시 물리 피해 16% 증가"
"16% increased Damage with Ailments from Attack Skills while wielding an Axe","16% increased Damage with Ailments from Attack Skills while wielding an Axe"
"12% increased Physical Damage with Axes","도끼 사용 시 물리 피해 12% 증가"
"12% increased Damage with Ailments from Attack Skills while wielding an Axe","12% increased Damage with Ailments from Attack Skills while wielding an Axe"
"14% increased Physical Damage with Maces and Sceptres","14% increased Physical Damage with Maces and Sceptres"
"4% reduced Enemy Stun Threshold with Maces and Sceptres","철퇴나 셉터 사용 시 적 기절 한계치 4% 감소"
"14% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","14% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre"
"30% increased Physical Damage with Maces and Sceptres","30% increased Physical Damage with Maces and Sceptres"
"10% reduced Enemy Stun Threshold with Maces and Sceptres","철퇴나 셉터 사용 시 적 기절 한계치 10% 감소"
"30% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","30% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre"
"16% increased Physical Damage with Maces and Sceptres","16% increased Physical Damage with Maces and Sceptres"
"20% increased Stun Duration on Enemies","적 기절 지속시간 20% 증가"
"16% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","16% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre"
"12% increased Area of Effect","효과 범위 12% 증가"
"+2 to Melee range with Maces and Sceptres","+2 to Melee range with Maces and Sceptres"
"12% increased Damage with Maces and Sceptres","12% increased Damage with Maces and Sceptres"
"12% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","12% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre"
"10% increased Damage with Maces and Sceptres","10% increased Damage with Maces and Sceptres"
"10% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","10% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre"
"8% increased Damage with Maces and Sceptres","8% increased Damage with Maces and Sceptres"
"3% increased Attack Speed with Maces and Sceptres","3% increased Attack Speed with Maces and Sceptres"
"8% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","8% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre"
"18% increased Damage with Maces and Sceptres","18% increased Damage with Maces and Sceptres"
"6% increased Attack Speed with Maces and Sceptres","6% increased Attack Speed with Maces and Sceptres"
"15% increased Area of Effect if you have Stunned an Enemy Recently","최근 4초 이내 적을 기절시킨 경우 효과 범위 15% 증가"
"18% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre","18% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre"
"12% increased Evasion Rating and Armour","회피 및 방어도 12% 증가"
"10% increased Evasion Rating and Armour","회피 및 방어도 10% 증가"
"10% increased Onslaught Effect","맹공 효과 10% 증가"
"20% increased Attack Damage","공격 피해 20% 증가"
"30% increased Evasion Rating during Onslaught","맹공 상태일 때 회피 30% 증가"
"20% increased Onslaught Effect","맹공 효과 20% 증가"
"10% chance to gain Onslaught for 4 seconds on Kill","처치 시 10%의 확률로 4초 동안 맹공 획득"
"12% increased Attack Damage","공격 피해 12% 증가"
"8% increased Global Accuracy Rating","일반 정확도 8% 증가"
"12% increased Evasion Rating","회피 12% 증가"
"10% increased Armour","방어도 10% 증가"
"+150 to Armour","방어도 +150"
"30% increased Armour","방어도 30% 증가"
"+1% to all maximum Elemental Resistances","모든 원소 저항 최대치 +1%"
"5% additional Physical Damage Reduction","5% additional Physical Damage Reduction"
"30% increased Shock Duration on Enemies","적에게 적용되는 감전 지속시간 30% 증가"
"5% chance to Shock","5%의 확률로 감전 유발"
"20% increased Shock Duration on Enemies","적에게 적용되는 감전 지속시간 20% 증가"
"40% increased Critical Strike Chance against Shocked Enemies","감전된 적에 대한 치명타 확률 40% 증가"
"30% increased Damage if you have Shocked an Enemy Recently","최근 4초 이내 적을 감전시킨 경우 피해 30% 증가"
"30% increased Effect of Shock","30% increased Effect of Shock"
"10% chance to Shock","10%의 확률로 감전 유발"
"15% increased Critical Strike Chance against Shocked Enemies","감전된 적에 대한 치명타 확률 15% 증가"
"10% increased Damage if you have Shocked an Enemy Recently","최근 4초 이내 적을 감전시킨 경우 피해 10% 증가"
"12% increased Elemental Damage","원소 피해 12% 증가"
"8% increased Lightning Damage","번개 피해 8% 증가"
"8% increased Physical Damage","물리 피해 8% 증가"
"8% increased Fire Damage","화염 피해 8% 증가"
"8% increased Elemental Damage","원소 피해 8% 증가"
"6% increased Elemental Damage","원소 피해 6% 증가"
"Damage Penetrates 1% Elemental Resistances","피해가 1%의 원소 저항 관통"
"+3% to Fire Damage over Time Multiplier","지속 화염 피해 배율 +3%"
"8% increased Effect of non-Damaging Ailments on Enemies","8% increased Effect of non-Damaging Ailments on Enemies"
"+6% to Fire Damage over Time Multiplier","지속 화염 피해 배율 +6%"
"18% increased Elemental Damage","원소 피해 18% 증가"
"Damage Penetrates 5% Elemental Resistances","피해가 5%의 원소 저항 관통"
"10% increased Effect of non-Damaging Ailments on Enemies","10% increased Effect of non-Damaging Ailments on Enemies"
"Gain 5% of Physical Damage as Extra Fire Damage","물리 피해의 5%를 추가 화염 피해로 획득"
"Fire Spells have 15% of Physical Damage Converted to Fire Damage","Fire Spells have 15% of Physical Damage Converted to Fire Damage"
"12% increased Physical Damage","물리 피해 12% 증가"
"Gain 5% of Physical Damage as Extra Lightning Damage","물리 피해의 5%를 추가 번개 피해로 획득"
"Lightning Spells have 15% of Physical Damage Converted to Lightning Damage","Lightning Spells have 15% of Physical Damage Converted to Lightning Damage"
"14% increased Trap Damage","덫 피해 14% 증가"
"10% increased Trap Damage","덫 피해 10% 증가"
"20% increased Trap Trigger Area of Effect","덫 발동 효과 범위 20% 증가"
"24% increased Trap Damage","덫 피해 24% 증가"
"8% increased Area of Effect","효과 범위 8% 증가"
"40% increased Trap Trigger Area of Effect","덫 발동 효과 범위 40% 증가"
"+1 to Maximum Endurance Charges","인내 충전 최대치 +1"
"Regenerate 0.2% of Life per second per Endurance Charge","인내 충전 하나당 1초마다 생명력의 0.2% 재생"
"18% increased Endurance Charge Duration","인내 충전 지속시간 18% 증가"
"You take 20% reduced Extra Damage from Critical Strikes","치명타로 받는 추가 피해 20% 감소"
"20% reduced Effect of Curses on you","플레이어에게 걸린 저주 효과 20% 감소"
"8% increased Damage with Daggers","단검 사용 시 피해 8% 증가"
"20% increased Critical Strike Chance with Daggers","단검 사용 시 치명타 확률 20% 증가"
"8% increased Damage with Ailments from Attack Skills while wielding a Dagger","8% increased Damage with Ailments from Attack Skills while wielding a Dagger"
"10% increased Damage with Daggers","단검 사용 시 피해 10% 증가"
"6% increased Accuracy Rating with Daggers","단검 사용 시 정확도 6% 증가"
"10% increased Damage with Ailments from Attack Skills while wielding a Dagger","10% increased Damage with Ailments from Attack Skills while wielding a Dagger"
"20% increased Damage with Daggers","단검 사용 시 피해 20% 증가"
"40% increased Critical Strike Chance with Daggers","단검 사용 시 치명타 확률 40% 증가"
"+20% to Critical Strike Multiplier with Daggers","단검 사용 시 치명타 피해 배율 +20%"
"+150 to Accuracy Rating with Daggers","단검 사용 시 정확도 +150"
"20% increased Damage with Ailments from Attack Skills while wielding a Dagger","20% increased Damage with Ailments from Attack Skills while wielding a Dagger"
"15% increased Critical Strike Chance with Daggers","단검 사용 시 치명타 확률 15% 증가"
"Damage Penetrates 6% Lightning Resistance","피해가 6%의 번개 저항 관통"
"0.2% of Lightning Damage Leeched as Energy Shield","번개 피해의 0.2%를 에너지 보호막으로 흡수"
"15% increased Lightning Damage","번개 피해 15% 증가"
"20% increased Lightning Damage","번개 피해 20% 증가"
"15% increased Effect of Shock","15% increased Effect of Shock"
"3% increased Attack Speed with Axes","도끼 사용 시 공격 속도 3% 증가"
"25% increased Physical Damage with Axes","도끼 사용 시 물리 피해 25% 증가"
"8% increased Attack Speed with Axes","도끼 사용 시 공격 속도 8% 증가"
"25% increased Damage with Ailments from Attack Skills while wielding an Axe","25% increased Damage with Ailments from Attack Skills while wielding an Axe"
"15% increased Physical Damage with Axes","도끼 사용 시 물리 피해 15% 증가"
"15% increased Damage with Ailments from Attack Skills while wielding an Axe","15% increased Damage with Ailments from Attack Skills while wielding an Axe"
"20% increased Bleeding Duration","출혈 지속시간 20% 증가"
"20% increased Physical Damage with Axes","도끼 사용 시 물리 피해 20% 증가"
"30% increased Damage with Hits and Ailments against Bleeding Enemies","출혈 중인 적에 대한 적중 및 상태 이상 피해 30% 증가"
"20% increased Damage with Ailments from Attack Skills while wielding an Axe","20% increased Damage with Ailments from Attack Skills while wielding an Axe"
"Bleeding you inflict deals Damage 15% faster","플레이어가 유발하는 출혈이 피해 15% 가속"
"Regenerate 0.5% of Life per second","초당 생명력의 0.5% 재생"
"15% increased Endurance Charge Duration","인내 충전 지속시간 15% 증가"
"10% increased Fire Damage","화염 피해 10% 증가"
"Enemies near your Totems deal 8% less Damage","플레이어의 토템에 근접한 적이 주는 피해 8% 감폭"
"Enemies near your Totems take 16% increased Physical and Fire Damage","플레이어의 토템에 근접한 적이 받는 물리 및 화염 피해 16% 증가"
"+100% to Fire Resistance","화염 저항 +100%"
"Regenerate 2% of Life per second","초당 생명력의 2% 재생"
"10% of Physical Damage from Hits taken as Fire Damage","10% of Physical Damage from Hits taken as Fire Damage"
"50% increased Life Recovery Rate if you've taken Fire Damage from an Enemy Hit Recently","최근 4초 이내 적에게 화염 피해를 받은 경우 생명력 회복 속도 50% 증가"
"1% of Damage dealt by your Totems is Leeched to you as Life","자신의 토템이 주는 피해의 1%를 생명력으로 흡수"
"50% increased Effect of Buffs granted by your Active Ancestor Totems","활성화한 선대의 토템이 주는 버프 효과 50% 증가"
"Ancestor Totems have 100% increased Activation range","선대의 토템 작동 범위 100% 증가"
"25% increased Area of Effect while you have a Totem","토템이 있는 동안 효과 범위 25% 증가"
"35% chance to gain an Endurance Charge when you use a Fire skill","35% chance to gain an Endurance Charge when you use a Fire skill"
